Microsoft,1234,MSFT
2020-03-02,165.309998,172.919998,162.309998,172.789993,71030800.000000,171.051773
2020-03-03,173.800003,175.000000,162.259995,164.509995,71677000.000000,162.855057
2020-03-04,168.490005,170.699997,165.619995,170.550003,49814400.000000,168.834290
2020-03-05,166.050003,170.869995,165.690002,166.270004,47817300.000000,164.597351
2020-03-06,162.610001,163.110001,156.000000,161.570007,72821100.000000,159.944641
2020-03-09,151.000000,157.750000,150.000000,150.619995,70419300.000000,149.104797
2020-03-10,158.160004,161.029999,152.580002,160.919998,65354400.000000,159.301178
2020-03-11,157.130005,157.699997,151.149994,153.630005,56371600.000000,152.084518
2020-03-12,145.300003,153.470001,138.580002,139.059998,93226400.000000,137.661087
2020-03-13,147.500000,161.910004,140.729996,158.830002,92727400.000000,157.232208
2020-03-16,140.000000,149.350006,135.000000,135.419998,87905900.000000,134.057693
2020-03-17,140.000000,147.500000,135.000000,146.570007,81059800.000000,145.095551
2020-03-18,138.000000,146.000000,135.020004,140.399994,81593200.000000,138.987595
2020-03-19,142.770004,150.149994,139.000000,142.710007,85922700.000000,141.274368
2020-03-20,146.000000,147.100006,135.860001,137.350006,84866200.000000,135.968292
2020-03-23,137.009995,140.570007,132.520004,135.979996,78975200.000000,134.612076
2020-03-24,143.750000,149.600006,141.270004,148.339996,82516700.000000,146.847717
2020-03-25,148.910004,154.330002,144.440002,146.919998,75638200.000000,145.442017
2020-03-26,148.399994,156.660004,148.369995,156.110001,64568100.000000,154.539566
2020-03-27,151.750000,154.889999,149.199997,149.699997,57042300.000000,148.194046
2020-03-30,152.440002,160.600006,150.009995,160.229996,63420300.000000,158.618118
2020-03-31,159.399994,164.779999,156.559998,157.710007,77927200.000000,156.123474
2020-04-01,153.000000,157.750000,150.820007,152.110001,57969900.000000,150.579803
2020-04-02,151.860001,155.479996,150.360001,155.259995,49630700.000000,153.698120
2020-04-03,155.100006,157.380005,152.190002,153.830002,41243300.000000,152.282501
2020-04-06,160.320007,166.500000,157.580002,165.270004,67111700.000000,163.607422
2020-04-07,169.589996,170.000000,163.259995,163.490005,62769000.000000,161.845322
2020-04-08,165.669998,166.669998,163.500000,165.130005,48318200.000000,163.468811
2020-04-09,166.360001,167.369995,163.330002,165.139999,51431800.000000,163.478729
2020-04-13,164.350006,165.570007,162.300003,165.509995,41905300.000000,163.844971
